sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing
It's not that hard.,-2.1302035,-inf,-0.12696108,-5.5577775e-06,-inf,-3.650519e-06,-inf,-4.6683042e-05,-inf,-inf
"For the last two stages, there are red squares..",-0.6356632,-4.480012,-0.8006298,-1.0564331e-05,-inf,-0.11066799,-2.2562368,-0.007481207,-7.630364,-4.974173
"..I'm not sure what their purpose is, but I suppose their the opponents' bases, which you can ""convert"" to your side?",-3.5368223,-inf,-0.02963731,-5.9199425e-05,-inf,-0.0004716643,-7.708218,-0.00082797144,-7.622368,-inf
"I'm not sure anything happens, though, if you do / don't counter-convert those squares.",-7.163268,-inf,-0.0008323783,-9.849109e-06,-inf,-0.00014156183,-8.940262,-4.0603656e-05,-inf,-inf
"I believe, the first thing you should note, is there is something of a devious trap with these world: there are *two* shades of red squares at play.",-0.0025369017,-inf,-6.0073185,-0.24917085,-1.5118967,-0.5242258,-0.89662415,-0.031051338,-3.6537397,-5.423864
"The normal red is inert (and actually not necessary to touch at all, for level completion), but the lighter red one is lava.",-0.015999993,-4.4632387,-inf,-0.0026339227,-5.9445286,-7.043307,-0.00087585096,-0.012421114,-5.83767,-4.67244
Don't touch the lighter red squares.,-10.013813,-9.9490266e-05,-10.026009,-5.9753904,-0.0025511696,-3.3316584,-0.03639504,-1.4226824,-10.259463,-0.2759939
"Don't touch the spastic sandy-brown squares either — functionally, Lava.",-5.1025243,-0.015404319,-4.785441,-1.7553617,-0.18979278,-3.883439,-0.020798787,-2.844455,-inf,-0.059998833
"Your goal is the single, solitary golden square.",-1.2667284,-0.3335428,-6.369811,-0.0010599602,-6.8659816,-7.5375566,-0.00053670915,-5.465551,-0.0042450815,-inf
"The light green squares, by the way, are your ally: when you release them from their cages, they will eat away the light red squares, thereby clearing your path in levels 2 and 3.",-0.00041839862,-9.653165,-inf,-1.6727124,-0.20796601,-7.8644104,-0.0003871782,-3.2302606,-0.040384103,-inf
"(You probably were able to notice on your own, these greens travel only downwards, at least until they touch lava.)",-0.21621677,-7.4762187,-1.6444929,-0.0064070965,-5.060496,-0.12395567,-2.149417,-0.002189399,-6.1869164,-9.83
"By the way: in level 4, you can just directly proceed to the end goal.",-3.5657506,-inf,-0.08762038,-0.012675744,-4.3761706,-0.0046665072,-5.3731184,-1.528829,-0.24445279,-inf
There is no need for you to interact with any of the elements there.,-1.0517267,-2.7444339,-0.5352205,-2.2365493e-05,-inf,-0.00010008628,-9.287068,-0.0001409658,-9.158159,-inf
Seriously.,-7.076265,-inf,-0.00097602064,-1.4259645e-05,-inf,-4.6802244e-05,-inf,-0.00032867122,-inf,-inf
Just touch the golden square.,-9.559475,-0.0005622077,-7.682565,-0.3831885,-1.1448576,-4.561904,-0.010502622,-2.9796917,-0.05216345,-inf
The other caged-away headaches there are completely neutral while in cage.,-0.6338387,-6.960037,-0.76076895,-0.0005949704,-7.484995,-0.06549773,-2.7590096,-0.00013679368,-9.491847,-10.869412
"(Since there doesn't appear to be other shades of green in play in this experiment, I will refer to the ""light green"" squares as simply ""green"" from here-on-out — at least, until I am given reason to do otherwise.)",-0.8656476,-3.8315232,-0.6153539,-0.20726687,-1.67628,-0.048483346,-3.0522332,-0.00011486754,-inf,-inf
"Rules: 
Red - Death
Light Red - ?",-2.8978574,-5.2898593,-0.06408087,-1.2873327,-0.32306492,-0.97633874,-0.47272813,-0.030772101,-inf,-3.5027304
"(probably death)
Green - Pushable blocks that interacts with the different blocks in different ways (to be explained below)
Gold - Goal

By the way: the green blocks are, basically, the main gimmick for this world — greens determine, both, your success and your failure

You, yourself, cannot ""pass"" through greens

Green block interaction ""rules"":
versus Green - does not move other greens
v. Light Red - pushes block in the direction you're pushing the green
v. Red - consumes red; green then continues in direction you're pushing
v. Gold - consumes block; counts as ""win"" if you do this



Now, for the world itself: do be careful not to block your own path off!",-0.019356737,-inf,-4.0346556,-1.4939413,-0.25447756,-0.41602474,-1.0781226,-0.29848868,-inf,-1.3737679
"It is deceptively-simple to cause your own failure, that way.",-0.017346915,-inf,-4.068544,-0.0019755033,-6.2367377,-0.005410077,-5.2282686,-1.3676414,-9.740343,-0.29424673
"These aren't timed missions, so please do your best to be observant!",-0.0071529336,-9.02701,-4.979016,-0.38920525,-1.132066,-1.11603495e-05,-12.132288,-0.01746418,-4.0590177,-inf
Plot your moves carefully.,-1.7835755e-05,-inf,-inf,-10.431854,-3.786197e-05,-9.253091e-06,-12.400133,-0.00059425883,-7.481368,-inf
This world does NOT require complex planning to ensure the greens don't be-foul you.,-0.008001576,-6.7403626,-5.0259023,-0.055276368,-2.9236674,-0.08028001,-2.5625722,-0.64263606,-0.74841,-7.1508684
(It's like you guys read my mind!,-8.988839,-inf,-0.0009829124,-3.1186566e-05,-inf,-2.9160103e-05,-inf,-0.00068967865,-inf,-inf
I anticipated your introducing another shade of green though!),-1.4674345,-inf,-0.26284277,-5.7768983e-05,-inf,-2.6418418e-05,-inf,-0.004608488,-5.4143987,-inf
"Objective: Collect enough light green squares to fill up your super meter (as represented by a black rectangle, within your player square, which fills with white as you collect).",-4.4182534,-0.015312525,-inf,-2.311067,-0.10444222,-7.1970844,-0.0007514977,-3.2549534,-0.039400134,-inf
"Once your super meter is completely filled, *then* the goal is available for you to activate.",-2.6418107,-0.07595366,-6.4534674,-0.2211449,-1.6179249,-1.9199079,-0.15857254,-1.3763812,-0.2911322,-inf
Mind!,-1.9397899,-inf,-0.15567315,-5.5146502e-05,-inf,-1.6882126e-05,-inf,-0.00016396845,-inf,-inf
You must collect the light greens strategically.,-0.04626112,-3.0992568,-inf,-7.560141,-0.00052872614,-1.3305571,-0.30698985,-1.3938881,-0.28522834,-inf
THINK!!,-0.034647543,-8.833543,-3.3916554,-0.0017898977,-6.339345,-1.1398757e-05,-inf,-0.00017123987,-9.406857,-inf
"Rules:
Red: Death.",-5.7762713,-0.030330036,-3.6704972,-0.7098229,-0.67687726,-2.434854,-0.09169352,-4.2401223,-inf,-0.014538372
"A ""magnet"" which, once you are within one square of it, shall come to you and kill you.",-0.7141669,-0.7911875,-2.9239962,-0.00016682933,-8.748466,-6.456037,-0.0015748524,-10.001776,-inf,-5.347765e-05
(This seems unavoidable.),-7.158064,-inf,-0.0011766551,-0.00011856285,-inf,-2.5703197e-05,-inf,-0.054369275,-inf,-2.9505389
"Green: As stated above, you collect these.",-5.59035,-1.5677497,-0.24314195,-0.018658455,-3.9918754,-0.21280032,-1.6520932,-0.0025051478,-6.0052767,-inf
"Necessary for goal acquiring

Brown: You might note, brown squares move downwards through the beige path which your player square creates as you traverse a given level.",-0.018754167,-5.047633,-4.71243,-0.81987655,-0.581004,-1.8037906,-0.18001121,-0.12515645,-2.1424713,-inf
"Browns only move downwards, if a beige path is below it.",-0.64982855,-0.74502623,-5.919476,-3.191763,-0.041984662,-6.4507504,-0.0015829472,-0.0019323243,-6.2735157,-inf
"Browns *will* ""crush"" and kill you if you are below the square while it is motion; otherwise, browns are harmless.",-3.6734304,-0.027434342,-6.790599,-0.3698084,-1.1741107,-6.1646347,-0.002107671,-5.929401,-inf,-0.0026831373
Gold: Death.,-6.0949297,-5.8048983,-0.0057708193,-0.0011393847,-6.7929215,-1.5684911,-0.2336999,-5.135731,-inf,-0.0059457445
These move.,-2.5721254,-3.5370092,-0.11267565,-5.7961847e-06,-inf,-0.014722329,-4.2289996,-2.2484697e-05,-inf,-inf
Their movement is restricted to beige squares.,-2.7263098,-0.06822302,-7.7457685,-0.0004361526,-7.7606235,-6.7525816,-0.0011721291,-3.786197e-05,-10.963198,-inf
"Don't unwittingly give gold squares a wider berth, please.",-0.16709252,-3.530082,-2.087848,-0.34452048,-1.2331618,-0.011985745,-4.433525,-0.011645995,-6.8235354,-4.5715213
Green: These move.,-6.6640925,-1.8890737,-0.16625729,-0.018710408,-3.988641,-0.37111917,-1.1711222,-2.7252845e-05,-inf,-inf
Freely.,-inf,-inf,-0.0005116874,-0.00056780665,-inf,-0.0014449955,-inf,-0.05458885,-inf,-inf
"I don't know what Green does, but I did not stick around to find out!",-9.302303,-inf,-0.00023822498,-1.3306016e-05,-inf,-2.2365493e-05,-11.270156,-0.0342206,-9.735555,-3.3966036
"They look like they'd kill ya on contact, though.",-1.482988,-7.787521,-0.25872764,-3.650519e-06,-inf,-0.0014929613,-6.51564,-0.4183622,-inf,-1.0735803
"Basically, move around the arena collecting the light greens..",-0.0070115947,-5.618944,-5.7655296,-0.35523215,-1.207527,-0.0015642579,-6.4759426,-0.35188705,-1.2156966,-inf
"..Ensuring you don't get crushed by the browns,
come too close to the reds,
unwittingly give the golds a larger space to move than you must.",-0.004269289,-inf,-5.522412,-2.237657,-0.11290111,-0.018311363,-4.012475,-0.5807277,-5.047185,-0.8353492
"You do not need to collect ALL light greens to be able to collect the periwinkle goal — so, you are free to be more strategic with this endeavour.",-0.0022002172,-6.3183775,-inf,-1.3811953,-0.28944233,-2.745836,-0.06635641,-2.8198662,-0.06149856,-inf
"First things first, there appears to be no ""killer squares"" in this world.",-1.1190318,-6.2198467,-0.39940253,-0.0004898841,-7.683641,-0.15520914,-1.9398562,-0.0023567372,-6.0730467,-inf
"It's a bit complex though..
..You have your square, the light blue squares, light red squares, red squares, and periwinkle squares.",-0.09998946,-inf,-2.3579907,-5.240482e-05,-inf,-0.024796275,-3.7107208,-8.172892e-05,-10.854828,-inf
"I wish my recall wasn't so bad, or else I could detail more specifically what happened for each four levels.",-7.030235,-inf,-0.0010865206,-1.735894e-05,-inf,-1.0564331e-05,-inf,-0.0017895402,-inf,-6.3478703
"The best I can tell ya is, the overall win condition is your making two sandy-yellow squares per level and collecting them.",-0.88125634,-inf,-0.53574395,-0.06265227,-2.8028352,-0.03062628,-3.5025482,-7.328781,-0.00067144784,-inf
The overall aim is to combine squares into each other.,-0.0001756504,-10.012318,-9.102995,-0.004514139,-5.407306,-0.6371474,-0.7525306,-0.782631,-0.6111031,-inf
"If you can push a given square, that's one of the ingredients.",-0.062112436,-2.8281837,-6.9601703,-0.11064131,-2.256523,-2.5288336,-0.0831206,-0.04306199,-3.1692102,-inf
"Try pushing these into the squares, on the board, which you cannot move.",-0.004080659,-5.6054926,-inf,-5.691558,-0.0033883837,-1.335684,-0.30516443,-0.1329098,-2.0849,-inf
The periwinkle squares (if my memory serves me) are required to bring about the sandy-browns.,-2.0928843,-inf,-0.13190484,-0.01759514,-4.0512676,-0.115924254,-2.2125163,-0.006517479,-5.0528927,-inf
"As long as you are careful not to push any of your pushable squares into a corner from which you cannot remove it, you should NEVER become stuck, or need to skip / retry.",-0.015221655,-8.157697,-4.2491884,-1.087523,-0.41114467,-0.5471867,-0.8642109,-3.1729324,-0.042853136,-10.696736
"These are pretty simple puzzles, so there is no need to become overwhelmed.",-0.027262084,-inf,-3.621218,-0.0006465526,-7.3652534,-1.998142e-05,-11.223807,-0.01456138,-4.2388444,-inf
Again: your goal is to combine squares.,-0.069126315,-2.885586,-4.5681477,-0.10337902,-2.320958,-0.28004834,-1.4096794,-0.543139,-0.8697877,-inf
Squares *will* combine when they can.,-0.8370239,-0.5755283,-5.416423,-0.32469112,-1.2829869,-5.830256,-0.0029456094,-0.0018230969,-6.3612437,-10.261065
"""Like"" colours do not combine into each other, so don't waste time on that!",-0.066361554,-2.747455,-10.165423,-5.21895,-0.00543747,-1.9324634,-0.15642051,-0.011331806,-4.6115575,-6.7335687
Teleporters!,-2.1857631,-inf,-0.119417936,-4.7994283e-05,-inf,-0.02319003,-3.7762074,-8.196733e-05,-10.47043,-inf
"The light blue AND ""regular"" blue squares are teleporters.",-0.73909605,-0.65292394,-6.397984,-0.02315126,-3.7784288,-7.6181383,-0.0004967943,-0.0006034302,-7.479447,-inf
"The gold / yellow squares are your ""exit"" points upon teleport.",-2.7363355,-0.06719943,-8.84054,-0.018230366,-4.015419,-7.390634,-0.0006193888,-0.54452884,-0.86795413,-inf
You are safe from harm so long as you stay in your exit point.,-2.400809,-0.13577144,-3.3300521,-0.0692657,-2.70492,-1.1614518,-0.37550217,-0.28968287,-1.3824258,-8.160955
Your goal is the light green square.,-6.669885,-0.0020041766,-7.271192,-2.868329e-05,-inf,-8.5572195,-0.00019531534,-0.7257923,-0.6616329,-inf
Treat all other square as death.,-4.0270386,-0.06323065,-3.1499484,-2.6817222,-0.07093012,-0.5716092,-0.831598,-5.5013404,-inf,-0.0041079656
"The teleporter squares, individually, all teleport you to consistent spots, when you touch them.",-2.8095624,-0.06237377,-8.806244,-0.058452334,-2.8692682,-7.9235935,-0.00036406738,-0.0027510228,-5.9122987,-inf
"If the goal is blocked off, you'll be needing to get there through teleporter.",-0.0094647,-4.6748013,-inf,-2.7017956,-0.06947514,-5.9968004,-0.0024918262,-0.038690936,-3.2880597,-7.6489034
Do your best to avoid Death while reaching it!,-0.015382608,-9.441084,-4.1972637,-0.2392854,-1.547553,-0.0012311845,-6.714383,-0.88982266,-3.6105278,-0.57622975
Well!,-inf,-inf,-0.00038395973,-7.79144e-05,-inf,-9.5198935e-05,-inf,-0.00062272657,-inf,-inf
A puzzle which actually respected my intelligence!,-3.3877058,-inf,-0.034586854,-1.6762922e-05,-inf,-6.9882217e-06,-inf,-0.5998399,-0.80019164,-inf
A puzzle in which it is *very* easy to trap yourself and lose.,-0.013717379,-inf,-4.3161025,-1.3186812e-05,-11.911776,-0.0014115432,-6.5708714,-10.003165,-inf,-5.288163e-05
You'll definitely need to be plotting your moves quite carefully here!,-0.010861878,-inf,-4.534076,-0.074340686,-2.636482,-1.0683535e-05,-12.432139,-0.0020809053,-6.192997,-inf
"It's probably of the least importance to reiterate that the periwinkle blocks eat the light blue death blocks, and that the brown block is your end goal, this time around.",-0.0045495075,-inf,-5.422501,-0.12017902,-2.1785038,-0.14457317,-2.0056572,-0.055205077,-2.9271667,-inf
"Try thinking outside of the box (pun intended), for levels 4 and 3 — especially, 4!",-0.014928571,-inf,-4.2298636,-0.43380755,-1.0443194,-3.4047454e-05,-10.673643,-1.3427591,-0.30272382,-inf
"There isn't much I can tell ya here, useful, which wouldn't be an outright solution.. ..Do your best, is all I can say!",-5.233542,-inf,-0.0056328434,-0.0004245972,-7.802249,-1.3306016e-05,-12.0787735,-0.055348672,-2.9233525,-inf
avoid dark blue cubes,-9.602632,-0.00015395533,-9.707438,-7.6278963,-0.00049322186,-2.0165884,-0.14285302,-0.0061875833,-10.4265175,-5.0994377
collect white cubes then go to yellow in as little moves as possible,-4.268295,-0.014224738,-10.336655,-8.63707,-0.00018518302,-0.32931504,-1.2709616,-5.576819,-0.0038075498,-inf
nothing,-inf,-inf,-0.41793478,-0.00025657137,-inf,-0.01412825,-inf,-0.0039115762,-inf,-inf
free aqua cubes then collect green,-4.8272038,-0.014181148,-5.144329,-4.907582,-0.0074448898,-0.11949496,-2.1840014,-0.3748875,-1.1633015,-inf
"get to the yellow square, push green through red to remove, dont get blocked in",-0.062208105,-2.8672714,-inf,-9.334482,-9.913265e-05,-0.36901867,-1.1758596,-2.9877331,-0.051760882,-inf
collect green until bar is filled and then go to blue,-5.3540716,-0.0075522014,-5.925042,-4.50562,-0.011139899,-0.22325133,-1.60923,-1.3822722,-0.2891116,-inf
not sure on this round,-inf,-inf,-4.0842064e-05,-1.7432603e-06,-inf,-8.76891e-05,-inf,-0.00013202553,-inf,-inf
dont know,-inf,-inf,-0.00042626605,-9.627177e-05,-inf,-0.06335149,-inf,-0.013473372,-inf,-inf
use the light blue to delete the aqua to get to brown,-1.0760348,-0.42580053,-5.5344467,-3.1248405,-0.04497795,-0.032092236,-3.4564106,-0.26974472,-1.4428614,-inf
"I tried avoiding the green blocks and waiting for the turquoise one to turn them all purple, but I lost a life.",-7.52221,-inf,-0.0006492906,-1.831257e-05,-inf,-0.2820977,-1.4034089,-12.285983,-inf,-2.5345586e-05
"I then tried reaching the green blocks before they were turned, but that did nothing.",-7.384947,-inf,-0.0012628522,-2.2603901e-05,-inf,-0.00018828231,-8.623883,-0.055253807,-inf,-2.9252183
I then lost the second life by touching the turquoise block.,-inf,-6.5605693,-0.005172328,-1.9146995e-05,-inf,-0.6356769,-0.75419384,-inf,-inf,-2.577686e-06
I don't know if I'm supposed to touch the walls...,-inf,-inf,-3.3213026e-05,-7.58424e-06,-inf,-1.0921943e-05,-12.164224,-0.003081929,-inf,-6.124685
You can move onto and pick up white blocks.,-6.633253,-0.0015011752,-8.67795,-0.08540933,-2.503031,-5.0350432,-0.006532285,-0.003588668,-5.64145,-inf
"If you haven't got a white block, you will lose a life if you move onto a green block.",-5.7779617,-0.003156688,-inf,-4.9433885,-0.007164416,-6.088537,-0.002273366,-7.368599,-inf,-0.0006466718
"One white block removes one green block and is then used up, so make sure you have enough to cross the green gaps!",-0.18435921,-1.8172938,-inf,-7.9890084,-0.0003458329,-6.1041512,-0.0022398278,-0.565768,-0.843951,-6.295596
Blocks can fall or rise and they dump blocks on either the near wall or the far one.,-0.017903151,-6.495099,-4.169221,-0.00021188465,-8.509596,-6.844097,-0.0010682972,-0.00014120422,-9.306816,-10.727583
