sentence,abstract_abstract,abstract_concrete,abstract_ignorance,policy_not policy,policy_policy,dynamics_not dynamics,dynamics_dynamics,valence_neutral,valence_winning,valence_losing,abstract_tag,policy_tag,dynamics_tag,valence_tag
"Getting the yellow square gives you a life and finishes the level, so thats the most important square.",-3.0466902,-0.05395156,-5.3534093,-0.31827268,-1.2999526,-1.4881189,-0.25595638,-8.889169,-0.00016122675,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
Take your time.,-0.2715884,-8.545802,-1.4386683,-0.008157195,-4.8150897,-7.3458323e-06,-inf,-4.6683042e-05,-inf,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Try to avoid the yellow squares, they move randomly so be quick in moving your square away from them.",-0.7713151,-0.62076426,-inf,-7.224543,-0.0007349394,-1.4515417,-0.26686645,-1.2627615,-7.487247,-0.33341348,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
You can use the light green squares to push through the orange and blue squares.,-0.048775055,-3.0460684,-inf,-4.4600067,-0.011640335,-7.527858,-0.0005405237,-0.38760987,-1.135691,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Do not touch the orange squares without using the light green square.,-0.9401263,-0.4959258,-inf,-7.3499575,-0.0006475062,-5.736738,-0.0032327326,-0.29191414,-7.347332,-1.376938,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"The light green square eats away at the blue and orange squares, so be careful as it can release the yellow squares.",-0.0024339282,-6.282259,-inf,-0.6840236,-0.70246005,-8.446576,-0.00021796036,-0.24643631,-4.771365,-1.5620072,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"You are aiming for the dark green square, if you get that you win the level.",-5.7492876,-0.0034877004,-8.3031,-0.00030042732,-8.212352,-7.124281,-0.00080855226,-10.532295,-3.0828953e-05,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
"Push the lighter blue squares into the white ones to get rid of them.If there are no light blue squares, first of all push the pink ones into the purple ones and they will turn white.",-3.7675798,-0.041316655,-inf,-8.782954,-0.00017302792,-7.002796,-0.0009138476,-1.5473273,-0.23942783,-10.472141,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
"from the top, or the left) can influence where you are teleported to.Take your time.",-0.096646495,-7.353837,-2.3986943,-0.3913508,-1.1276636,-0.033884272,-3.403597,-0.002896644,-5.900474,-9.555301,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
"Do not touch the green square, just the light green square and then you win the game.",-6.839898,-0.0048362957,-5.9100523,-6.5929193,-0.0013778526,-0.16198432,-1.900361,-3.256533,-0.07213613,-3.4741786,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances","winning, including mentions of scoring points, victory, success, goals, solutions, best strategies"
The stationary yellow and light blue squares are the ones that let you teleport.,-1.3084066,-0.31521395,-9.784473,-0.0023716083,-6.052247,-6.4732356,-0.0015484258,-0.014692594,-4.2346387,-inf,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Don't touch the light blue square and don't touch the green squares.,-7.476347,-0.0006826493,-9.2945595,-8.134614,-0.00029685118,-1.5124063,-0.24896139,-3.508223,-inf,-0.03045713,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
"When the light blue square touches the green square, it turns purple and you can touch those.",-8.3028145,-0.00029780483,-10.267996,-0.005997879,-5.1221666,-8.340302,-0.00024108587,-0.83647025,-0.5679327,-inf,"concrete, simple, low-level information","not policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances",neutral information
Don't let the light blue square touch all the green squares as then you lose.,-6.1841035,-0.0022169882,-8.974725,-4.983447,-0.006882438,-6.7915916,-0.0011272406,-11.173265,-inf,-2.057744e-05,"concrete, simple, low-level information","policy, or what actions to take including strategies or instructions","dynamics, or how the world works including explanations or affordances","losing, including information about death, losing points, lowering scores, forfeiting, losing lives, getting stuck or trapped"
The red squares move really quickly so make sure to be quick.,-0.16940169,-1.8671994,-6.7265,-0.0586438,-2.8660169,-0.07008293,-2.69333,-0.0047880034,-5.4960732,-7.4068093,"abstract, complex, high-level information","not policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
Always go for the white square that isn't blocked by a green square first.,-2.5131755,-0.08455218,-inf,-8.741744,-0.00016492206,-0.7589622,-0.6314216,-1.5942657,-0.22708388,-inf,"abstract, complex, high-level information","policy, or what actions to take including strategies or instructions","not dynamics, or how the world works including explanations or affordances",neutral information
